,symbol
1611,ACT
1612,HOLX
1613,CBSH
1614,FGMC
1615,MNKD
1616,CBT
1617,PFIS
1618,PFL
1619,NRAC
1620,NSPI
1621,NSTC
1622,NTAP
1623,SCX
1624,SHZHY
1625,PFLT
1626,MCAE
1627,MCAF
1628,HSII
1629,KNSL
1630,NUE
1631,NVAX
1632,VINP
1633,SLG
1634,SLRC
1635,NHIC
1636,NIC
1637,MDC
1638,ADGI
1639,INBX
1640,MLCO
1641,SIZE
1642,PNTG
1643,NVDA
1644,NVEC
1645,NVEE
1646,NVR
1647,NVSA
1648,NVSAU
1649,NWBI
1650,NWLG
1651,NWPX
1652,NXST
1653,IJR
1654,SJIV
1655,SJNK
1656,HEDJ
1657,OB
1658,SJR
1659,SNCY
1660,SJW
1661,TXN
1662,TXRH
1663,KNBE
1664,PXE
1665,BWA
1666,OBNK
1667,ODFL
1668,ODP
1669,SKHSY
1670,CCB
1671,ASCB
1672,SNDX
1673,SLNG
1674,IJK
1675,SLV
1676,SLVM
1677,OGE
1678,LEA
1679,LEGH
1680,DRVN
1681,DSAQ
1682,IGF
1683,DSP
1684,DZSI
1685,FTCI
1686,RJI
1687,OIH
1688,OLIT
1689,PINS
1690,ARE
1691,ATKR
1692,BATL
1693,DE
1694,BRLT
1695,BRP
1696,BOTZ
1697,ETSY
1698,MRNS
1699,VII
1700,OLP
1701,SKYA
1702,SNA
1703,QGEN
1704,SNEX
1705,IDE
1706,SIX
1707,SNFCA
1708,ARLO
1709,KLAC
1710,AAXJ
1711,BIG
1712,CHEAU
1713,TZPS
1714,SIVB
1715,FPAC
1716,DNZOY
1717,EQRX
1718,IDEV
1719,IIGD
1720,ILMN
1721,IRAA
1722,ELS
1723,NKTR
1724,SITM
1725,RF
1726,CMMB
1727,CMC
1728,RING
1729,VICR
1730,ABNB
1731,AAAU
1732,AAC
1733,PBD
1734,PBFS
1735,PLPC
1736,PMAR
1737,PMGM
1738,PML
1739,PHYL
1740,PHYS
1741,BUD
1742,AAC.U
1743,UGIC
1744,SJM
1745,STEP
1746,IMXI
1747,PJP
1748,EYLD
1749,FALN
1750,UCO
1751,UCRD
1752,BRK.B
1753,BRSP
1754,PMT
1755,PMTS
1756,ALTU
1757,VHT
1758,AM
1759,ABEO
1760,FANG
1761,GLDM
1762,KOD
1763,AMKR
1764,CWAN
1765,CWBC
1766,ROCC
1767,CRWS
1768,ABST
1769,ISEM
1770,LEU
1771,UCTT
1772,AHPA
1773,CAJ
1774,DJCO
1775,ISSC
1776,ISTB
1777,ISTR
1778,DJD
1779,COLIU
1780,PLYA
1781,PM
1782,PMX
1783,PQIN
1784,PRAA
1785,ROCG
1786,RGA
1787,BSCO
1788,ITA
1789,LGO
1790,LGSTU
1791,PRAX
1792,PRBM
1793,UEIC
1794,DVY
1795,EOCW
1796,IHS
1797,ASGN
1798,EWCZ
1799,DORM
1800,PRSR
1801,PII
1802,BLU
1803,SWTX
1804,SWX
1805,SXC
1806,SXT
1807,AAL
1808,IVT
1809,JANX
1810,ABTX
1811,BEAM
1812,CHRD
1813,PSPC.U
1814,DLN
1815,UEVM
1816,UG
1817,EMB
1818,SFTBY
1819,IAGG
1820,DUOL
1821,ADNT
1822,CBTX
1823,EWTX
1824,EZPW
1825,NXE
1826,LH
1827,PTGX
1828,PTON
1829,SYBT
1830,SYF
1831,SYK
1832,IART
1833,PUBM
1834,IBCP
1835,PUMP
1836,PV
1837,PVBC
1838,LKQ
1839,IFIN
1840,FUN
1841,SFNC
1842,SYNA
1843,SYNH
1844,PVH
1845,PW
1846,BSL
1847,UIS
1848,MMS
1849,NXDT
1850,SEDG
1851,SEIC
1852,JYAC
1853,JYNT
1854,CBON
1855,CCCS
1856,PYPL
1857,TACT
1858,LTRX
1859,LU
1860,APTV
1861,TAIT
1862,STN
1863,STOK
1864,TAK
1865,UITB
1866,UIVM
1867,SEMR
1868,SENEA
1869,KBA
1870,KBE
1871,OEF
1872,SOCL
1873,ULTA
1874,PICC.U
1875,CHEF
1876,CIBR
1877,DPZ
1878,CND
1879,GOVT
1880,ACAD
1881,CM
1882,HUBS
1883,DXPE
1884,TBNK
1885,ECOM
1886,MAXR
1887,OLPX
1888,ONEW
1889,OPHC
1890,OPRT
1891,QQQN
1892,QRTEP
1893,QURE
1894,QUS
1895,QVAL
1896,QYLD
1897,CNDB
1898,PRFT
1899,EDUC
1900,DNB
1901,PIAI
1902,RAPT
1903,RBB
1904,RRAC
1905,SONO
1906,PI
1907,CWB
1908,TBPH
1909,EEFT
1910,TCBX
1911,KCGI
1912,CIB
1913,KD
1914,COUR
1915,JRI
1916,DK
1917,ESE
1918,EEMV
1919,KDNY
1920,KURE
1921,KW
1922,AVAC
1923,MKL
1924,OPRX
1925,OPT
1926,OPY
1927,UNB
1928,ORCC
1929,SHY
1930,TCS
1931,SHYF
1932,CPRI
1933,EML
1934,ESNT
1935,RBBN
1936,RBCAA
1937,EVC
1938,FENY
1939,CFFI
1940,JUGGU
1941,FHN
1942,LSCC
1943,MCAA
1944,PLNT
1945,UNH
1946,SPMV
1947,SPNE
1948,SPNS
1949,AEHA
1950,MED
1951,MEDP
1952,CBRG
1953,OR
1954,TGLS
1955,TIXT
1956,TMFC
1957,TMFG
1958,PHR
1959,CHDN
1960,PLL
1961,EFIX
1962,FOUR
1963,AAP
1964,VBOCU
1965,MCB
1966,VAQC
1967,PAX
1968,CLVT
1969,RNA
1970,RNER
1971,SOPH
1972,TMHC
1973,MCK
1974,MCRB
1975,MCRI
1976,TMKR
1977,TMKRU
1978,TMO
1979,TMP
1980,SPT
1981,ROIC
1982,SPTM
1983,EQAL
1984,QBIEY
