,symbol
1650,ADAL
1651,LHX
1652,LI
1653,ADM
1654,ADNT
1655,ADP
1656,ADPT
1657,LII
1658,LILA
1659,LILAK
1660,LIN
1661,LIND
1662,AEIS
1663,AEL
1664,AEMB
1665,AEO
1666,AEP
1667,AERI
1668,LION
1669,LIT
1670,LITE
1671,AGNC
1672,AGO
1673,AGQ
1674,AGTI
1675,LIVN
1676,LJPC
1677,LKFN
1678,LKQ
1679,LL
1680,ALC
1681,ALCO
1682,ALEC
1683,ALGM
1684,ALGN
1685,ALGT
1686,ALHC
1687,ALIT
1688,ALK
1689,ALKS
1690,LMACA
1691,LMACU
1692,LMAT
1693,LMB
1694,ALSN
1695,ALT
1696,ALTG
1697,ALTO
1698,ALTR
1699,ALTU
1700,LMNR
1701,AMN
1702,AMNB
1703,AMPY
1704,AMRS
1705,AMRX
1706,AMSWA
1707,AMT
1708,AMTB
1709,ANDE
1710,ANET
1711,ANEW
1712,ANF
1713,ANGI
1714,ANGL
1715,ANIK
1716,ANIP
1717,ANNX
1718,ANSS
1719,ANVS
1720,APEI
1721,LMST
1722,LNC
1723,APTM
1724,APTV
1725,LNDC
1726,LNG
1727,ARCO
1728,ARCT
1729,ARE
1730,ARES
1731,ARGT
1732,ARGX
1733,ARHS
1734,ARI
1735,ARIS
1736,LNSR
1737,LNT
1738,LNTH
1739,AROC
1740,ARR
1741,LNW
1742,LOB
1743,LOCC
1744,LOCO
1745,LOGI
1746,LOMA
1747,ASCB
1748,LOPE
1749,LOVE
1750,LOW
1751,LPI
1752,LPL
1753,ASX
1754,ASYS
1755,ATAI
1756,ATAX
1757,ATC
1758,ATCX
1759,ATEC
1760,ATEK
1761,ATEN
1762,LPRO
1763,LPSN
1764,LQDA
1765,ATHA
1766,ATHM
1767,ATI
1768,ATKR
1769,ATLO
1770,LQIG
1771,LRCX
1772,LRFC
1773,ATO
1774,ATR
1775,ATRA
1776,ATUS
1777,ATVI
1778,LRN
1779,LSAK
1780,LSBK
1781,LSCC
1782,LSEA
1783,LSI
1784,AUPH
1785,LSPD
1786,LSTR
1787,LSXMA
1788,LSXMK
1789,LTC
1790,AVA
1791,AVAC
1792,AVAN
1793,LTPZ
1794,LTRN
1795,LTRX
1796,AVTR
1797,AVUV
1798,AVXL
1799,AVY
1800,AWAY
1801,AWI
1802,AWK
1803,AWR
1804,LU
1805,AXGN
1806,AXL
1807,AXTI
1808,AY
1809,AYI
1810,LULU
1811,LUMN
1812,LUMO
1813,AZO
1814,AZTA
1815,AZUL
1816,B
1817,BAB
1818,BAC
1819,BAMR
1820,BANC
1821,BAND
1822,BANF
1823,BANR
1824,BANX
1825,BAR
1826,BASE
1827,LUXA
1828,BATL
1829,BATRA
1830,BBBY
1831,BBCP
1832,BBN
1833,BCBP
1834,LVRA
1835,LVS
1836,BCRX
1837,BCSA
1838,BCSF
1839,BDC
1840,BECN
1841,BEN
1842,BEP
1843,BERY
1844,BETZ
1845,BF.B
1846,BFAC
1847,BFAM
1848,BFIN
1849,LXP
1850,LXU
1851,BFS
1852,BGR
1853,BGS
1854,LYB
1855,LYEL
1856,LYFT
1857,BHR
1858,BHVN
1859,BIB
1860,BIG
1861,BIGC
1862,BIGZ
1863,BIIB
1864,BIL
1865,BILL
1866,BIOL
1867,BIOS
1868,LYTS
1869,LZAGY
1870,LZB
1871,LZRFY
1872,M
1873,MAA
1874,MAG
1875,MAIN
1876,BIV
1877,BJ
1878,MAN
1879,MANH
1880,MANT
1881,MANU
1882,BKH
1883,BKLN
1884,BKNG
1885,BKR
1886,MAQC
1887,MAR
1888,MAS
1889,BLOK
1890,BLTS
1891,BLX
1892,BLZE
1893,BMAC
1894,MASI
1895,MASS
1896,MAT
1897,MATV
1898,MATW
1899,BMEA
1900,BMEZ
1901,BMI
1902,BMRC
1903,BMRN
1904,BMY
1905,BND
1906,MATX
1907,BNO
1908,BNR
1909,BNTX
1910,BOAC
1911,BOAS
1912,BOC
1913,MAX
1914,MAXN
1915,BOH
1916,BOOM
1917,BOOT
1918,BOTZ
1919,MBCN
1920,MBIN
1921,MBND
1922,MBNE
1923,BRG
1924,BRIV
1925,BRZE
1926,BSCN
1927,BSCO
1928,BSGA
1929,BSRR
1930,MBSC
1931,BTAI
1932,BTT
1933,BTU
1934,BVS
1935,BW
1936,MBTCU
1937,MBUU
1938,BZH
1939,CAL
1940,CALM
1941,MBWM
1942,MC
1943,MCAA
1944,MCAC
1945,MCAE
1946,MCAF
1947,MCAG
1948,MCB
1949,CB
1950,MCBC
1951,MCBS
1952,MCD
1953,MCFT
1954,CDRE
1955,CDXS
1956,CDZI
1957,CECE
1958,CFB
1959,CFFI
1960,CFFN
1961,CFFS
1962,CFIV
1963,MCG
1964,CG
1965,CGNT
1966,CGRN
1967,MCHI
1968,MCHP
1969,MCK
1970,MCO
1971,CHIQ
1972,MCRB
1973,MCRI
1974,MCS
1975,MCW
1976,MCY
1977,CIL
1978,CIM
1979,CIR
1980,CITE
1981,CITEU
1982,CIVB
1983,CIVI
1984,CIX
1985,CIZN
1986,MD
1987,MDB
1988,MDC
